1,2,2,2,2
2,2,2,2,2
3,2,2,2,2
4,2,2,2,2
5,2,2,2,2
6,2,2,2,2
7,2,2,2,2
8,2,2,2,2
9,2,2,2,2
10,2,2,2,2
11,2,2,2,2
12,2,2,2,2
13,3,2,3,2
14,3,2,3,2
15,3,2,3,2
16,3,2,3,2
17,3,2,3,2
18,3,2,3,2
19,3,2,3,2
20,4,2,4,2
21,4,2,4,2
22,5,2,5,2
23,5,2,5,2
24,5,2,5,2
25,5,2,5,2
26,5,2,5,2
27,6,2,6,2
28,6,2,6,2
29,6,2,6,2
30,6,2,6,2
31,6,2,6,2
32,6,2,6,2
33,6,2,6,2
34,6,2,6,2
35,6,2,6,2
36,6,2,6,2
37,6,2,6,2
38,6,2,6,2
39,6,2,6,2
40,6,2,6,2
41,6,2,6,2
42,6,2,6,2
43,6,2,6,2
44,7,2,6,2
45,7,2,6,2
46,7,2,6,2
47,7,2,6,2
48,8,2,6,2
49,8,2,6,2
50,9,2,6,2
51,9,2,6,3
52,9,2,6,3
53,9,2,6,3
54,9,2,6,3
55,9,2,6,3
56,9,2,6,3
57,10,2,6,3
58,11,2,6,3
59,11,2,6,3
60,11,2,6,3
61,11,2,6,3
62,11,2,6,3
63,11,2,6,3
64,11,2,6,3
65,12,2,6,3
66,12,2,6,3
67,12,2,6,3
68,12,2,6,3
69,12,2,6,3
70,13,2,6,3
71,13,2,6,3
72,13,2,6,3
73,13,2,6,3
74,14,2,6,3
75,16,2,6,3
76,16,2,6,3
77,16,2,6,3
78,16,2,6,3
79,16,2,6,3
80,16,2,6,3
81,16,2,6,3
