1,2,2,2,2
2,2,2,2,2
3,2,2,2,2
4,2,2,2,2
5,3,4,4,2
6,3,4,4,2
7,4,4,4,2
8,4,4,4,2
9,5,6,6,2
10,6,7,7,2
11,6,7,7,2
12,7,8,9,2
13,8,9,10,3
14,10,10,12,3
15,10,10,12,3
16,12,10,13,3
17,12,10,13,3
18,13,12,13,3
19,13,12,14,3
20,14,14,15,3
21,15,14,15,3
22,15,15,16,3
23,15,16,16,3
24,17,16,16,3
25,17,16,16,3
26,17,18,17,3
27,17,19,17,3
28,18,19,18,3
29,19,19,19,3
30,19,21,20,3
31,20,22,21,3
32,21,22,21,3
33,22,23,22,3
34,23,23,24,3
35,23,24,26,3
36,24,26,27,3
37,24,27,27,3
38,25,27,27,3
39,26,27,27,3
40,27,28,27,3
41,29,30,28,3
42,30,32,30,3
43,31,33,31,3
44,32,33,31,3
45,33,35,31,4
46,34,36,31,4
47,34,38,31,4
48,36,40,32,4
49,38,41,32,4
50,39,43,32,4
51,40,44,33,4
52,41,45,33,4
53,43,46,33,4
54,45,47,33,4
55,45,48,34,4
56,46,50,36,4
57,46,51,38,4
58,48,51,40,4
59,50,51,42,4
60,51,52,44,4
61,53,54,45,5
62,54,54,46,5
63,54,55,46,5
64,54,56,46,5
65,55,57,46,5
66,56,57,47,5
67,56,57,47,5
68,56,57,47,5
69,56,58,49,5
70,58,58,49,5
71,58,59,49,5
72,58,59,49,6
73,58,59,50,6
74,58,59,50,6
75,58,59,50,6
76,58,59,51,6
77,58,59,52,6
78,58,59,52,6
79,59,59,52,6
80,59,59,52,6
81,59,59,52,6
82,59,59,53,6
83,59,59,54,6
84,59,59,55,6
85,59,59,55,6
86,59,59,55,6
87,59,59,55,6
88,59,59,55,6
89,59,59,56,6
90,59,59,56,6
91,59,59,56,6
92,59,59,56,6
93,59,59,56,6
94,59,59,56,6
95,59,59,56,6
96,59,59,56,7
97,59,59,56,7
98,59,59,56,7
99,59,59,56,7
100,59,59,56,7
1,2,2,2,2
2,2,2,2,2
3,3,3,2,2
4,3,3,3,3
5,3,3,3,3
6,5,5,3,4
7,6,6,5,5
8,8,7,6,6
9,8,7,8,6
10,9,8,9,6
11,9,9,9,6
12,11,10,9,6
13,11,12,11,6
14,13,13,13,6
15,15,14,15,6
16,17,16,15,6
17,18,16,17,8
18,19,17,19,8
19,19,18,20,8
20,20,18,21,9
21,22,20,23,10
22,22,20,23,10
23,22,21,24,10
24,24,22,25,11
25,26,24,26,11
26,28,25,28,11
27,29,25,30,11
28,30,27,30,11
29,31,28,31,11
30,31,28,31,11
31,32,30,32,11
32,34,31,34,13
33,35,33,36,14
34,36,34,36,15
35,36,34,37,15
36,38,35,37,15
37,38,37,38,15
38,38,39,40,15
39,40,41,40,15
40,41,41,41,15
41,41,43,42,15
42,41,44,43,15
43,42,45,43,15
44,42,47,43,15
45,44,48,43,15
46,45,49,44,16
47,47,50,44,16
48,47,52,44,16
49,48,53,45,16
50,49,54,45,16
51,50,54,45,16
52,51,55,46,16
53,53,56,46,16
54,53,56,46,16
55,55,57,47,16
56,57,57,47,16
57,57,58,48,16
58,59,59,48,16
59,59,59,48,16
60,60,59,49,16
61,60,59,50,16
62,60,60,50,16
63,60,60,50,16
64,60,60,51,16
65,60,60,52,16
66,60,60,52,16
67,60,60,52,16
68,60,60,52,16
69,60,60,52,16
70,60,60,52,16
71,60,60,52,16
72,60,60,52,16
73,60,60,52,16
74,60,60,52,16
75,60,60,52,17
76,60,60,52,17
77,60,60,52,17
78,60,60,52,17
79,60,60,53,17
80,60,60,54,18
81,60,60,54,18
82,60,60,54,18
83,60,60,54,18
84,60,60,54,18
85,60,60,54,18
86,60,60,54,18
87,60,60,54,18
88,60,60,54,18
89,60,60,54,18
